D|U>F|FOODON_00001002|food product|C0681562|food product
D|U>F|FOODON_00001059|apple juice|C0452454|apple juice
D|U>F|FOODON_00001231|creamy salad dressing|C0453388|creamy salad dressing
D|U>F|FOODON_00001274|egg food product|C0013710|egg food product
D|U>F|FOODON_00001290|salad dressing|C0453382|salad dressing
D|U>F|FOODON_00001710|chamomile tea|C1350499|chamomile tea
D|U>F|FOODON_00002424|roquefort cheese|C0452786|roquefort cheese
D|U>F|FOODON_00002439|endive|C1304560|endive
D|U>F|FOODON_00002465|scone|C0452663|scone
D|U>F|FOODON_00002473|apple|C1095830|apple
D|U>F|FOODON_00002476|pie|C5781854|pie
D|U>F|FOODON_00002536|potato waffle|C0453183|potato waffle
D|U>F|FOODON_00002557|black pudding|C0452935|black pudding
D|U>F|FOODON_00002567|frog leg|C2348716|frog leg
D|U>F|FOODON_00002667|allspice|C0162746|allspice
D|U>F|FOODON_00002670|alfalfa sprout|C0453105|alfalfa sprout
D|U>F|FOODON_00002684|mustard greens|C2347309|mustard greens
D|U>F|FOODON_00002711|cracker|C0452505|cracker
D|U>F|FOODON_00002729|pork sausage|C0452950|pork sausage
D|U>F|FOODON_00002734|roast beef|C0452858|roast beef
D|U>F|FOODON_00002761|kidney bean|C0973452|kidney bean
D|U>F|FOODON_00002826|haggis|C0452938|haggis
D|U>F|FOODON_00002831|cannelloni|C0452695|cannelloni
D|U>F|FOODON_00002835|paratha|C0452540|paratha
D|U>F|FOODON_00002912|mutton|C1440988|mutton
D|U>F|FOODON_00002931|halva|C0458199|halva
D|U>F|FOODON_00002935|venison|C1441320|venison
D|U>F|FOODON_00002946|kimchi|C5787316|kimchi
D|U>F|FOODON_00002958|beef sausage|C0452948|beef sausage
D|U>F|FOODON_00003003|macadamia nut|C0453344|macadamia nut
D|U>F|FOODON_00003025|black olive|C2347034|black olive
D|U>F|FOODON_00003029|beef steak|C0452850|beef steak
D|U>F|FOODON_00003041|pear|C1138601|pear
D|U>F|FOODON_00003049|hummus|C0453218|hummus
D|U>F|FOODON_00003053|chocolate mousse|C0453556|chocolate mousse
D|U>F|FOODON_00003054|trail mix|C0452262|trail mix
D|U>F|FOODON_00003060|pita bread|C0452541|pita bread
D|U>F|FOODON_00003083|veal|C0452885|veal
D|U>F|FOODON_00003099|lychee|C0453283|lychee
D|U>F|FOODON_00003101|star fruit|C4019044|star fruit
D|U>F|FOODON_00003157|almond milk|C3853235|almond milk
D|U>F|FOODON_00003185|crispbread|C0452509|crispbread
D|U>F|FOODON_00003187|chocolate spread|C0458165|chocolate spread
D|U>F|FOODON_00003206|peanut|C0949399|peanut
D|U>F|FOODON_00003208|miso|C0453222|miso
D|U>F|FOODON_00003218|walnut oil|C0458162|walnut oil
D|U>F|FOODON_00003219|apricot kernel oil|C0302227|apricot kernel oil
D|U>F|FOODON_00003220|hazelnut oil|C0559217|hazelnut oil
D|U>F|FOODON_00003229|absinthe|C0242863|absinthe
D|U>F|FOODON_00003230|muesli|C0452569|muesli
